OBJT_ID,POLICE,POLCSTTN,FCLTY_TY,FCLTY_CD,FCLTY_NM,ADRES,RN_ADRES,TELNO,CTPRVN_CD,SGG_CD,X,Y
867,세종청,세종남부,지구대,510020,보람지구대,null,세종특별자치시 남세종로 440,044-866-5112,36,36110,14169969.6143,4366558.90399
868,세종청,세종북부,지구대,510020,조치원지구대,null,세종특별자치시  조치원읍 새내로 140,044-863-0112,36,36110,14170752.8693,4384103.5513
869,세종청,세종북부,파출소,510030,연동파출소,null,세종특별자치시  부강면 청연로 606-1,044-864-7112,36,36110,14173739.9832,4377757.25574
870,세종청,세종북부,파출소,510030,전의파출소,null,세종특별자치시  전의면 만세길 6,044-836-2112,36,36110,14160217.8154,4394470.81645
871,세종청,세종북부,파출소,510030,전동파출소,null,세종특별자치시  전동면 하노장4길 9,044-863-1112,36,36110,14167078.8697,4391243.99861
872,세종청,세종북부,파출소,510030,부강파출소,null,세종특별자치시  부강면 부강신대길 72-2,044-275-4112,36,36110,14178148.7359,4373920.06254
873,경기남부청,수원중부,지구대,510020,장안문지구대,null,경기도 수원시 장안구 송정로 113,031-299-5100,41,41111,14138636.6174,4480417.40074
874,경기남부청,수원중부,지구대,510020,노송지구대,null,경기도 수원시 장안구 이목로 58,031-299-5101,41,41111,14136244.3838,4482458.77846
875,경기남부청,수원중부,지구대,510020,화서문지구대,null,경기도 수원시 팔달구 수성로182번길 3,031-299-5102,41,41115,14136819.5159,4479144.85382
876,경기남부청,수원중부,지구대,510020,창룡문지구대,null,경기도 수원시 장안구 경수대로 758,031-299-5103,41,41111,14140028.3114,4479756.12449
877,경기남부청,수원중부,파출소,510030,동부파출소,null,경기도 수원시 팔달구 경수대로 621,031-299-5104,41,41115,14140866.3802,4478338.88206
878,경기남부청,수원중부,파출소,510030,율천파출소,null,경기도 수원시 장안구 하률로 2,031-299-5105,41,41111,14134625.9097,4481390.78014
879,경기남부청,수원중부,파출소,510030,행궁파출소,null,경기도 수원시 찰달구 창룡대로 48,031-299-5106,41,41115,14139959.4937,4478637.10933
880,경기남부청,수원남부,지구대,510020,인계지구대,null,경기 수원시 팔달구 장다리로 312,031-299-1118,41,41115,14141075.8946,4477612.39069
881,경기남부청,수원남부,지구대,510020,산남지구대,null,경기 수원시 영통구 매영로 93-18,031-299-1128,41,41117,14143484.4254,4476629.72258
882,경기남부청,수원남부,지구대,510020,곡선지구대,null,경기 수원시 권선구 권중로77,031-299-1138,41,41113,14140914.3032,4474260.63641
883,경기남부청,수원남부,지구대,510020,영통지구대,null,경기 수원시 영통구 청명로 92,031-299-1148,41,41117,14146250.659,4474692.26914
884,경기남부청,수원남부,지구대,510020,매탄지구대,null,경기 수원시 팔달구 동수원로 403,031-299-1158,41,41115,14142023.4461,4476135.97507
885,경기남부청,수원남부,지구대,510020,세류지구대,null,경기 수원시 권선구 정조로 370,031-299-1168,41,41113,14139271.0272,4472996.09051
886,경기남부청,수원남부,파출소,510030,권선파출소,null,경기 수원시 권선로 699번길 24-23,031-299-1178,41,41113,14140868.8737,4475391.87255
887,경기남부청,수원남부,파출소,510030,태장파출소,null,경기 수원시 영통구 영통로 143,031-299-1188,41,41117,14143744.746,4472663.86228
888,경기남부청,수원남부,지구대,510020,광교지구대,null,경기 수원시 영통구 에듀타운로 82,031-299-1198,41,41117,14142879.2592,4479404.56991
889,경기남부청,수원서부,지구대,510020,매산지구대,null,경기도 수원시 팔달구 덕영대로 944,031-8012-1090,41,41115,14137756.2583,4476018.52145
890,경기남부청,수원서부,지구대,510020,서호지구대,null,수원시 권선구 구운로73번길 18-13,031-8012-1092,41,41113,14134395.6231,4478306.77375
891,경기남부청,수원서부,파출소,510030,고색파출소,null,경기 수원시 권선구 서부로 1673,031-8012-1094,41,41113,14134496.857,4475214.67706
892,경기남부청,수원서부,파출소,510030,고등파출소,null,경기도 수원시 팔달구 고등동 고등로 50,031-8012-1095,41,41115,14137851.4587,4477232.09008
893,경기남부청,수원서부,지구대,510020,호매실지구대,null,경기도 수원시 권선구 금곡동 금곡로 190,031-8012-1093,41,41113,14132170.2797,4477256.10939
894,경기남부청,수원서부,파출소,510030,유천파출소,null,경기도 수원시 팔달구 매교동 매산로 116번길 50,031-8012-1096,41,41115,14139176.272,4476690.15222
895,경기남부청,수원서부,파출소,510030,당수파출소,null,경기도 수원시 권선구 당진로 32번길 28-4,031-8012-1097,41,41113,14131094.6106,4479846.12436
896,경기남부청,안양동안,지구대,510020,갈산지구대,null,경기도 안양시 동안구 흥안대로223번길 30-1,031-456-1113,41,41173,14133815.5038,4491695.73332
897,경기남부청,안양동안,지구대,510020,인덕원지구대,null,경기도 안양시 동안구 동편로 190,031-423-0112,41,41173,14134246.5106,4495869.21547
898,경기남부청,안양동안,지구대,510020,비산지구대,null,경기도 안양시 동안구 관악대로 125,031-447-0112,41,41173,14130679.0215,4494884.99412
899,경기남부청,안양동안,지구대,510020,범계지구대,null,경기도 안양시 동안구 경수대로508번길 17,031-452-5607,41,41173,14132997.172,4490560.83809
900,경기남부청,안양동안,지구대,510020,평안지구대,null,경기도 안양시 동안구 평촌대로217번길 57,031-381-0112,41,41173,14132311.4105,4493592.80327
901,경기남부청,안양동안,파출소,510030,호계파출소,null,경기도 안양시 동안구 관평로138번길 43,031-384-0112,41,41173,14133614.3384,4493657.7439
902,경기남부청,안양만안,지구대,510020,명학지구대,null,경기도 안양시 만안구 안양로170번길 20,031-8041-6172,41,41171,14129834.0843,4493553.53085
903,경기남부청,안양만안,지구대,510020,안양지구대,null,경기도 안양시 만안구 병목안로 56,031-8041-6113,41,41171,14128181.0567,4494535.7638
904,경기남부청,안양만안,지구대,510020,석수지구대,null,경기도 안양시 만안구 경수대로 1161,031-8041-6174,41,41171,14128491.5156,4497074.88799
905,경기남부청,안양만안,지구대,510020,박달지구대,null,경기도 안양시 만안구 박달로 492,031-8041-6175,41,41171,14127241.6426,4495321.57988
906,경기남부청,군포,지구대,510020,군포지구대,null,경기도 군포시 군포로 511,031-452-0112,41,41410,14131406.0825,4488305.62913
907,경기남부청,군포,지구대,510020,산본지구대,null,경기도 군포시 수리산로203번길 51,031-397-4112,41,41410,14129402.1424,4490512.83677
908,경기남부청,군포,파출소,510030,대야파출소,null,경기도 군포시 대야1로 24번길 4,031-438-1125,41,41410,14128391.6509,4484904.06045
909,경기남부청,군포,파출소,510030,금정파출소,null,경기도 군포시 군포로 683번길 31,031-453-0105,41,41410,14131346.1035,4490194.08947
910,경기남부청,군포,파출소,510030,송부파출소,null,경기도 군포시 번영로 6-4,031-391-0112,41,41410,14130880.3539,4484193.22787
911,경기남부청,성남수정,지구대,510020,수진지구대,null,성남시 수정구 모란로 1,031-750-4020,41,41131,14151870.9686,4499749.46131
912,경기남부청,성남수정,지구대,510020,신흥지구대,null,성남시 수정구 시민로 150,031-750-4030,41,41131,14153623.438,4500834.32928
913,경기남부청,성남수정,파출소,510030,중앙파출소,null,성남시 수정구 수정로 145,031-750-4040,41,41131,14152744.1921,4500961.44034
914,경기남부청,성남수정,파출소,510030,산성파출소,null,성남시 수정구 수정로 279번길 5,031-750-4014,41,41131,14153777.7936,4501990.48536
915,경기남부청,성남수정,파출소,510030,단대파출소,null,성남시 수정구 단대로 15,031-750-4010,41,41131,14155237.7153,4502361.25009
916,경기남부청,성남수정,파출소,510030,수진1파출소,null,성남시 수정구 탄리로 21,031-750-4024,41,41131,14153035.8714,4500428.47029
917,경기남부청,성남수정,파출소,510030,태평4파출소,null,성남시 수정구 남문로 128,031-750-4034,41,41131,14153258.1319,4501719.14733
918,경기남부청,성남수정,파출소,510030,고등파출소,null,성남시 수정구 고등공원로 47,031-750-4050,41,41131,14148746.8205,4499178.08643
919,경기남부청,성남수정,파출소,510030,복정파출소,null,성남시 수정구 복정로 36,031-750-4060,41,41131,14151772.9184,4502880.51943
920,경기남부청,성남수정,파출소,510030,성남위례파출소,null,성남시 수정구 위례동로 135-2,031-750-4070,41,41131,14154236.1961,4505161.41618
921,경기남부청,성남중원,지구대,510020,성호지구대,null,경기도 성남시 중원구 산성대로 190-6,031-8036-5403,41,41133,14153157.4101,4500065.76498
922,경기남부청,성남중원,지구대,510020,금광지구대,null,경기도 성남시 중원구 산성대로 408번길 26-1,031-8036-5413,41,41133,14155538.3002,4501665.23391
923,경기남부청,성남중원,파출소,510030,대원파출소,null,경기도 성남시 중원구 둔촌대로 439,031-8036-5423,41,41133,14156029.2859,4499629.34636
924,경기남부청,성남중원,파출소,510030,상대원2파출소,null,경기도 성남시 중원구 희망로 373,031-8036-5433,41,41133,14155229.0992,4500500.16885
925,경기남부청,성남중원,파출소,510030,은행파출소,null,경기도 성남시 중원구 은행로25번길 14,031-8036-5443,41,41133,14155987.2072,4502832.93854
926,경기남부청,성남중원,파출소,510030,도촌파출소,null,경기도 성남시 중원구 도촌북로 43,031-8036-5453,41,41133,14154785.5912,4497479.8324
927,경기남부청,분당,지구대,510020,야탑지구대,null,경기도 성남시 분당구 야탑로 76,031-736-6113,41,41135,14151755.0294,4496360.98936
928,경기남부청,분당,지구대,510020,서현지구대,null,경기도 성남시 분당구 중앙공원로31번길 30,031-736-6124,41,41135,14151630.6521,4492531.67283
929,경기남부청,분당,지구대,510020,금곡지구대,null,경기도 성남시 분당구 성남대로171번길 12,031-736-6135,41,41135,14149520.3908,4488233.3276
930,경기남부청,분당,파출소,510030,서판교파출소,null,경기도 성남시 분당구 운중로146번길 6,031-736-6154,41,41135,14146363.6483,4493710.9717
931,경기남부청,분당,파출소,510030,동판교파출소,null,경기도 성남시 분당구 동판교로266번길 24,031-736-6143,41,41135,14150460.1165,4495927.10713
932,경기남부청,분당,파출소,510030,수내파출소,null,경기도 성남시 분당구 불정로 253,031-736-6162,41,41135,14151634.4036,4490351.84416
933,경기남부청,분당,파출소,510030,구미파출소,null,경기도 성남시 분당구 구미로 107,031-736-6173,41,41135,14151007.6637,4486517.49185
934,경기남부청,부천소사,지구대,510020,송내지구대,null,경기도 부천시 소사구 성주로 147,032-456-0185,41,41194,14112271.4977,4506134.81886
935,경기남부청,부천소사,지구대,510020,소사지구대,null,경기도 부천시 소사구 경인로 363,032-456-0186,41,41194,14114868.7484,4506569.16558
936,경기남부청,부천소사,지구대,510020,범박지구대,null,경기도 부천시 소사구 범안로 131,032-456-0187,41,41194,14116354.2624,4504845.23932
937,경기남부청,부천원미,지구대,510020,중앙지구대,null,경기도 부천시 장말로 337,032-680-6815,41,41192,14113072.2856,4507768.2821
938,경기남부청,부천원미,지구대,510020,중동지구대,null,경기도 부천시 석천로 203-16,032-680-6835,41,41192,14111136.8292,4509840.31307
939,경기남부청,부천원미,지구대,510020,상동지구대,null,경기도 부천시 상일로 99,032-680-6825,41,41192,14110127.796,4507877.44872
940,경기남부청,부천원미,지구대,510020,계남지구대,null,경기도 부천시 조마루로 252,032-680-6845,41,41192,14112157.1948,4508733.55035
941,경기남부청,부천원미,지구대,510020,원미지구대,null,경기도 부천시 원미로 149번길 4,032-680-6855,41,41192,14114295.3305,4508495.86594
942,경기남부청,부천원미,지구대,510020,역곡지구대,null,경기도 부천시 부일로711번길 29,032-680-6865,41,41192,14116229.0503,4507092.16463
943,경기남부청,부천원미,지구대,510020,약대지구대,null,경기도 부천시 중동로 388번길 6,032-680-6875,41,41192,14112018.8247,4511046.82114
944,경기남부청,부천오정,지구대,510020,내동지구대,null,경기도 부천시 오정구 신흥로 411(삼정동),032-670-2100,41,41196,14112517.7253,4511900.62738
945,경기남부청,부천오정,지구대,510020,원종지구대,null,경기도 부천시 오정구 소사로 778(원종동),032-670-2200,41,41196,14115894.8692,4512618.32198
946,경기남부청,부천오정,파출소,510030,고강파출소,null,경기도 부천시 오정구 역곡로 519(고강동),032-670-2300,41,41196,14117062.8555,4513378.09347
947,경기남부청,부천오정,파출소,510030,성곡파출소,null,경기도 부천시 오정구 삼작로352번길 42(여월동),032-670-2400,41,41196,14115386.9629,4511557.10358
948,경기남부청,광명,지구대,510020,철산지구대,null,"경기도 광명시 철산로29번길 16(철산동, 철산지구대)",02-2682-0112,41,41210,14122994.4367,4505952.41908
949,경기남부청,광명,지구대,510020,하안지구대,null,"경기도 광명시 범안로 1027(하안동,하안지구대)",02-809-0112,41,41210,14123916.7409,4503640.66506
950,경기남부청,광명,지구대,510020,소하지구대,null,"경기도 광명시 금하로 500(소하동, 소하지구대)",02-899-0112,41,41210,14125146.4205,4502007.63439
951,경기남부청,광명,지구대,510020,광명지구대,null,"경기도 광명시 사성로 67(철산동, 광명지구대)",02-2685-0112,41,41210,14122568.9624,4507112.68896
952,경기남부청,광명,지구대,510020,광남지구대,null,"경기도 광명시 광명로 772(광명동, 광남지구대)",02-2613-0112,41,41210,14120721.8827,4504676.08819
953,경기남부청,광명,파출소,510030,일직파출소,null,"경기도 광명시 서독로418(일직동,일직파출소)",02-2093-05670,41,41210,14124904.4231,4496806.90052
954,경기남부청,안산단원,파출소,510030,고잔파출소,null,경기도 안산시 단원구 화랑로 397,031-401-0112,41,41273,14118884.3986,4483988.13995
955,경기남부청,안산단원,지구대,510020,호수지구대,null,경기도 안산시 단원구 광덕2로 127,031-439-7112,41,41273,14118070.7979,4482445.62219
956,경기남부청,안산단원,파출소,510030,와동파출소,null,경기도 안산시 단원구 선부로 323,031-410-0112,41,41273,14118536.0911,4487074.47031
957,경기남부청,안산단원,파출소,510030,선부파출소,null,경기도 안산시 단원구 선부광장1로 150,031-482-0112,41,41273,14116333.5348,4485490.01759
958,경기남부청,안산단원,파출소,510030,선부2파출소,null,경기도 안산시 단원구 선여불로 19,031-508-0112,41,41273,14115743.2743,4487174.32041
959,경기남부청,안산단원,파출소,510030,선부3파출소,null,경기도 안산시 단원구 달미로 144,031-486-0112,41,41273,14117237.8164,4487819.03524
960,경기남부청,안산단원,파출소,510030,원곡파출소,null,경기도 안산시 단원구 원곡공원로30,031-495-0113,41,41273,14114712.0439,4485575.33444
961,경기남부청,안산단원,파출소,510030,원선파출소,null,경기도 안산시 단원구 원선로33,031-495-0112,41,41273,14115004.0683,4484933.20704
962,경기남부청,안산단원,파출소,510030,공단파출소,null,경기도 안산시 단원구 동산로 29,031-494-0112,41,41273,14114575.2434,4482799.9097
963,경기남부청,안산단원,파출소,510030,대부파출소,null,경기도 안산시 단원구 대부중앙로 67,032-886-0112,41,41273,14091107.8257,4473313.53424
964,경기남부청,안산단원,파출소,510030,신길파출소,null,안산시 단원구 도일로 45,031-8040-8989,41,41273,14113517.7416,4485846.32573
965,경기남부청,안산상록,지구대,510020,본오지구대,null,경기도 안산시 상록구 상록수로 12,031-417-0112,41,41271,14122125.9777,4481375.63796
966,경기남부청,안산상록,지구대,510020,사동지구대,null,경기도 안산시 상록구 석호로 175,031-407-0112,41,41271,14121013.0054,4480584.10466
967,경기남부청,안산상록,파출소,510030,본오1파출소,null,경기도 안산시 상록구 샘골로 11,031-415-0112,41,41271,14122385.5079,4478891.10444
968,경기남부청,안산상록,파출소,510030,부곡파출소,null,경기도 안산시 상록구 성호로 324,031-416-0112,41,41271,14122081.1716,4485423.69941
969,경기남부청,안산상록,파출소,510030,월피파출소,null,경기도 안산시 상록구 안산천서로 215,031-414-8112,41,41271,14120469.3544,4485646.25968
970,경기남부청,안산상록,파출소,510030,성포파출소,null,경기도 안산시 상록구 예술광장로 47,031-414-5112,41,41271,14120577.7128,4484792.31861
971,경기남부청,안산상록,파출소,510030,일동파출소,null,경기도 안산시 상록구 호동로 118,031-418-0112,41,41271,14122478.3818,4482777.17941
972,경기남부청,안산상록,파출소,510030,이동파출소,null,경기도 안산시 상록구 중보1길 35,031-409-3112,41,41271,14121028.323,4482016.77851
973,경기남부청,안산상록,파출소,510030,반월파출소,null,경기도 안산시 상록구 건건로 47,031-437-0112,41,41271,14126709.3462,4481790.74024
974,경기남부청,안산상록,파출소,510030,팔곡파출소,null,경기도 안산시 상록구 소학길 8,031-416-5112,41,41271,14125052.5337,4480657.83697
975,경기남부청,안산상록,파출소,510030,수암파출소,null,경기도 안산시 상록구 수인로 2026,031-484-0112,41,41271,14123819.9264,4489961.71272
976,경기남부청,시흥,지구대,510020,장곡지구대,null,경기도 시흥시 장곡로 54번길 25-14,031-317-0112,41,41390,14113230.1477,4492489.14018
977,경기남부청,시흥,지구대,510020,옥구지구대,null,경기도 시흥시 정왕대로 118번길 1,031-499-0112,41,41390,14107376.6238,4488167.31419
978,경기남부청,시흥,지구대,510020,정왕지구대,null,경기도 시흥시 정왕신길로 216,031-433-4112,41,41390,14108745.553,4487833.69658
979,경기남부청,시흥,지구대,510020,은행지구대,null,경기도 시흥시 은행로 148,031-318-0112,41,41390,14115304.1857,4501218.03665
980,경기남부청,시흥,파출소,510030,군자파출소,null,경기도 시흥시 군자로 513,031-491-0112,41,41390,14113677.4851,4487203.36128
981,경기남부청,시흥,파출소,510030,매화파출소,null,경기도 시흥시 매화로 36,031-315-0112,41,41390,14116951.3691,4497263.93112
982,경기남부청,시흥,파출소,510030,신천파출소,null,경기도 시흥시 신천로 100번 안길 15,031-314-0112,41,41390,14113845.6332,4500277.08336
983,경기남부청,시흥,파출소,510030,대야파출소,null,경기도 시흥시 호현로 42,031-432-0112,41,41390,14113685.3777,4501198.47729
984,경기남부청,시흥,파출소,510030,시화파출소,null,경기도 시흥시 중심상가로 271,031-432-0112,41,41390,14109040.4161,4486630.21813
985,경기남부청,시흥,파출소,510030,능곡파출소,null,경기도 시흥시 장현능곡로 211,031-315-0113,41,41390,14116847.8642,4490668.62126
986,경기남부청,시흥,파출소,510030,목감파출소,null,경기도 시흥시 목감우회로 17-6,031-310-9113,41,41390,14121799.5889,4492432.66841
987,경기남부청,시흥,지구대,510020,배곧지구대,null,경기도 시흥시 서울대학로 264번길 50,031-310-9112,41,41390,14107405.4333,4490329.37766
988,경기남부청,평택,지구대,510020,평택지구대,null,경기도 평택시 중앙1로 23,031-651-2113,41,41220,14147106.7059,4438882.8503
989,경기남부청,평택,지구대,510020,서정지구대,null,경기도 평택시 서정역로 34,031-666-2113,41,41220,14143821.6455,4447074.48744
990,경기남부청,평택,지구대,510020,팽성지구대,null,경기도 평택시 팽성읍 동서촌로 93,031-691-8112,41,41220,14144546.3354,4434190.21112
991,경기남부청,평택,파출소,510030,진위파출소,null,경기도 평택시 진위면 경기대로 1856,031-668-6112,41,41220,14144651.3319,4454487.69437
992,경기남부청,평택,파출소,510030,서탄파출소,null,경기도 평택시 서탄면 서탄로 280,031-662-9112,41,41220,14141347.7813,4454190.31645
993,경기남부청,평택,파출소,510030,포승파출소,null,경기도 평택시 포승읍 서동대로 1150,031-682-3112,41,41220,14124434.9554,4436643.00233
994,경기남부청,평택,지구대,510020,비전지구대,null,경기도 평택시 평택5로 189,031-656-7112,41,41220,14149041.6613,4438596.12702
995,경기남부청,평택,지구대,510020,고덕지구대,null,경기도 평택시 고덕면 고덕여염9길 3,031-668-5112,41,41220,14143111.2268,4444759.80098
996,경기남부청,평택,지구대,510020,송탄지구대,null,경기도 평택시 탄현로 343,031-666-2112,41,41220,14143874.8339,4450684.43082
997,경기남부청,평택,파출소,510030,안중파출소,null,경기도 평택시 안중읍 현화중앙길 71,031-681-0112,41,41220,14128729.3942,4437028.04639
998,경기남부청,평택,파출소,510030,현덕파출소,null,경기도 평택시 현덕면 안현로 144,031-681-3113,41,41220,14128516.3287,4434195.43572
999,경기남부청,평택,파출소,510030,청북파출소,null,경기도 평택시 청북읍 신포길 38,031-683-5112,41,41220,14130264.0447,4444621.80472
1000,경기남부청,평택,파출소,510030,오성파출소,null,경기도 평택시 오성면 숙성시장길 71,031-681-6115,41,41220,14135964.1592,4440344.6449
1001,경기남부청,평택,파출소,510030,만호파출소,null,경기도 평택시 포승읍 평택항로 170,031-682-1166,41,41220,14120169.5821,4435535.83122
1002,경기남부청,평택,파출소,510030,신장파출소,null,경기도 평택시 신서로65,031-662-1399,41,41220,14143281.0112,4449208.69315
1003,경기남부청,평택,파출소,510030,용이파출소,null,경기도 평택시 현신4길 8,031-652-4112,41,41220,14153134.7454,4438896.56571
1004,경기남부청,오산,지구대,510020,오산지구대,null,경기도 오산시 운암로 11,031-8047-8452,41,41370,14146027.7752,4459662.22872
1005,경기남부청,오산,지구대,510020,궐동지구대,null,경기도 오산시 오산로 371,031-8047-8462,41,41370,14144938.3247,4461375.75006
1006,경기남부청,오산,파출소,510030,중앙파출소,null,경기도 오산시 오산로 221,031-8047-8472,41,41370,14145168.834,4459592.12055
1007,경기남부청,오산,지구대,510020,세교지구대,null,경기도 오산시 세마역로 5,031-8047-8482,41,41370,14142467.9003,4464388.62063
1008,경기남부청,화성서부,파출소,510030,남양파출소,null,화성시 남양시장로 47,031-5183-1602,41,41590,14116939.1239,4468277.12158
1009,경기남부청,화성서부,지구대,510020,발안지구대,null,화성시 3.1만세로 1095,031-5183-1612,41,41590,14127263.528,4457512.82881
1010,경기남부청,화성서부,지구대,510020,봉담지구대,null,봉담읍 와우로 15번길 17,031-5183-1622,41,41590,14134315.7402,4469341.35896
1011,경기남부청,화성서부,파출소,510030,매송파출소,null,화성시 매송면 화성로 2249,031-5183-1682,41,41590,14127770.477,4474004.97686
1012,경기남부청,화성서부,파출소,510030,송산파출소,null,화성시 송산포도로 98,031-5183-1652,41,41590,14108425.5428,4469001.72561
1013,경기남부청,화성서부,파출소,510030,서신파출소,null,화성시 서신면 매화1길31,031-5183-1642,41,41590,14104799.3327,4462855.73033
1014,경기남부청,화성서부,파출소,510030,우정파출소,null,화성시 우정읍 조암남로 31,031-5183-1632,41,41590,14117359.9227,4450843.10249
1015,경기남부청,화성서부,파출소,510030,팔탄파출소,null,화성시 팔탄면 서촌길 9,031-5183-1662,41,41590,14126791.6447,4461502.87435
1016,경기남부청,화성서부,파출소,510030,비봉파출소,null,화성시 비봉면 양노로 56,031-5183-1672,41,41590,14122834.4594,4472084.519
1017,경기남부청,화성서부,파출소,510030,마도파출소,null,화성시 마도면 석교로 179,031-5183-1692,41,41590,14112478.1512,4467901.47647
1018,경기남부청,화성서부,파출소,510030,양감파출소,null,화성시 양감면 은행나무로 263,031-5183-1802,41,41590,14131425.4855,4450491.33768
1019,경기남부청,화성동탄,지구대,510020,태안지구대,null,경기도 화성시 떡전골로 112-2,031-639-1418,41,41590,14141275.9023,4468193.24461
1020,경기남부청,화성동탄,지구대,510020,동탄지구대,null,경기도 화성시 노작로 226-1,031-639-1428,41,41590,14146191.9491,4468069.92529
1021,경기남부청,화성동탄,파출소,510030,정남파출소,null,경기도 화성시 정남면 만년로 582,031-639-1446,41,41590,14135791.8589,4463245.01272
1022,경기남부청,화성동탄,파출소,510030,안용파출소,null,경기도 화성시 용주로 32번길 4,031-639-1456,41,41590,14139063.5722,4467837.85462
1023,경기남부청,화성동탄,지구대,510020,동탄2지구대,null,경기도 화성시 동탄영천로 70,031-639-1438,41,41590,14149139.6113,4468279.70736
1024,경기남부청,화성동탄,파출소,510030,반월파출소,null,경기도 화성시 영통로 27번길 25-19,031-369-1466,41,41590,14144516.9693,4471328.49685
1025,경기남부청,화성동탄,지구대,510020,동탄3지구대,null,경기도 화성시 왕배산길 6,031-639-1456,41,41590,14151219.6494,4464395.55078
1026,경기남부청,용인동부,지구대,510020,중앙지구대,null,경기도 용인시 처인구 금령로 18,031-260-0401,41,41461,14159642.9281,4471853.53444
1027,경기남부청,용인동부,지구대,510020,구갈지구대,null,경기도 용인시 기흥구 관곡로 41,031-260-0414,41,41463,14149872.717,4478664.82547
1028,경기남부청,용인동부,파출소,510030,흥덕파출소,null,경기도 용인시 기흥구 흥덕2로 8번길 1,031-260-0485,41,41463,14145867.3415,4477973.20283
1029,경기남부청,용인동부,파출소,510030,상갈파출소,null,경기도 용인시 기흥구 중부대로 380,031-260-0425,41,41463,14149733.6121,4477033.53063
1030,경기남부청,용인동부,지구대,510020,동백지구대,null,경기도 용인시 기흥구 동백6로 37,031-260-0479,41,41463,14154883.6971,4477863.77294
1031,경기남부청,용인동부,파출소,510030,고매파출소,null,경기도 용인시 기흥구 동탄기흥로 715,031-260-0473,41,41463,14148617.9459,4470261.12314
1032,경기남부청,용인동부,파출소,510030,동부파출소,null,경기도 용인시 처인구 경안천로 16,031-260-0418,41,41461,14161025.3381,4471866.46777
1033,경기남부청,용인동부,파출소,510030,포곡파출소,null,경기도 용인시 처인구 포곡로 278번길 3,031-260-0431,41,41461,14163414.9111,4478124.63261
1034,경기남부청,용인동부,파출소,510030,모현파출소,null,경기도 용인시 처인구 모현읍 백옥대로 2372,031-260-0436,41,41461,14165342.9647,4485920.03892
1035,경기남부청,용인동부,파출소,510030,양지파출소,null,경기도 용인시 처인구 양지로 165,031-260-0442,41,41461,14169524.058,4471823.2915
1036,경기남부청,용인동부,파출소,510030,백암파출소,null,경기도 용인시 처인구 백암로 201번길 9,031-260-0449,41,41461,14179197.0316,4462057.69392
1037,경기남부청,용인동부,파출소,510030,원삼파출소,null,경기도 용인시 처인구 원삼면 고당로 15번길 1,031-260-0455,41,41461,14172218.8914,4462114.85516
1038,경기남부청,용인동부,파출소,510030,이동파출소,null,경기도 용인시 처인구 이동면 경기동로 688,031-260-0461,41,41461,14159447.3509,4458617.10659
1039,경기남부청,용인동부,파출소,510030,남사파출소,null,경기도 용인시 처인구 남사면 처인성로 185번길 13,031-260-0467,41,41461,14154257.3357,4454979.71799
1040,경기남부청,용인동부,파출소,510030,보라파출소,null,경기도 용인시 기흥구 한보라 1로 42-3,031-260-0491,41,41463,14149677.2288,4474212.33179
1041,경기남부청,용인동부,파출소,510030,서천파출소,null,경기도 용인시 기흥구 서천로 117번길 1,031-260-0504,41,41463,14145719.5092,4472281.53101
1042,경기남부청,용인서부,지구대,510020,수지지구대,null,경기도 용인시 수지구 풍덕천로190번길 18,031-8021-8010,41,41465,14148917.4622,4484498.22849
1043,경기남부청,용인서부,지구대,510020,보정지구대,null,경기도 용인시 기흥구 보정로 110,031-8021-8020,41,41463,14150468.2428,4483737.18529
1044,경기남부청,용인서부,지구대,510020,상현지구대,null,경기도 용인시 수지구 심곡로 7,031-8021-8030,41,41465,14145977.4699,4481876.64289
1045,경기남부청,용인서부,파출소,510030,구성파출소,null,경기도 용인시 기흥구 구성로 68,031-8021-8040,41,41463,14150597.2621,4480264.03491
1046,경기남부청,용인서부,파출소,510030,신봉파출소,null,경기도 용인시 수지구 수지로 195,031-8021-8050,41,41465,14146812.0544,4483616.4134
1047,경기남부청,용인서부,지구대,510020,죽전지구대,null,경기도 용인시 수지구 현암로 22,031-8021-8060,41,41465,14150005.8551,4485367.61558
1048,경기남부청,광주,파출소,510030,곤지암파출소,null,경기도 광주시 곤지암읍 곤지암로 38,031-790-7461,41,41610,14175717.8077,4487970.99889
1049,경기남부청,광주,파출소,510030,도척파출소,null,경기도 광주시 도척면 도척로 603,031-790-7467,41,41610,14174473.7567,4481035.77038
1050,경기남부청,광주,지구대,510020,경안지구대,null,경기도 광주시 중앙로 137,031-790-7460,41,41610,14166211.1009,4496655.80407
1051,경기남부청,광주,파출소,510030,남한산성파출소,null,경기도 광주시 중부면 남한산성로 757,031-790-7468,41,41610,14158306.1035,4505909.10258
1052,경기남부청,광주,파출소,510030,초월파출소,null,경기도 광주시 초월읍 경충대로 1243,031-790-7464,41,41610,14169675.2744,4493009.58857
1053,경기남부청,광주,파출소,510030,오포동부파출소,null,경기도 광주시 오포읍 오포로 869,031-790-7465,41,41610,14163336.1749,4490489.40347
1054,경기남부청,광주,파출소,510030,퇴촌파출소,null,경기도 광주시 퇴촌면 광동로 45,031-790-7466,41,41610,14171842.1528,4504925.79044
1055,경기남부청,광주,파출소,510030,태전파출소,null,경기도 광주시 태봉로 46,031-790-7462,41,41610,14163120.3932,4493533.56544
